"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,27,40
"GM",0,0,0,1
"Tolerant",0,0,1247,2659
"Vulnerable",1,169,31165,16499
"Unclassified",36,764,25294,215608
