"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,87,89,22,8
"GM",142,66805,67174,448,77
"Tolerant",667,53574,16456,1101,87
"Vulnerable",1,73,75,193,45
"Unclassified",40,98,53,33,58575
