"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",36112,7345,8360,13369
"Tolerant",5051,90151,231175,9221
"Vulnerable",2681,222612,274434,15622
"Unclassified",12149,8097,17501,47688
