"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",58760,60481,6933,38690
"Tolerant",68966,248941,244172,27664
"Vulnerable",7449,267601,355393,31664
"Unclassified",120314,35800,78207,268512
