"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,5,3,0
"GM",89,19636,417428,599,409
"Tolerant",191,405467,127775,2293,1521
"Vulnerable",5,893,2237,2479,217
"Unclassified",9,1168,1203,1370,50685
