"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",17084,393895,155,3702
"Tolerant",396101,137098,768,5673
"Vulnerable",474,1187,1613,1132
"Unclassified",7348,13983,430,55038
