"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22680,6368,1738,17060
"Tolerant",5173,4258,294,5789
"Vulnerable",1695,806,35609,20800
"Unclassified",17355,6831,26559,73704
