"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8514,4396,2546,104,284
"GM",8160,43350,8819,696,1475
"Tolerant",4089,10609,2755,41,358
"Vulnerable",67,941,473,4199,922
"Unclassified",906,2249,429,10707,129827
