"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",20,12,97,86,213
"GM",69,4560,56446,2579,5837
"Tolerant",125,43684,97009,25592,22166
"Vulnerable",45,2390,27389,55864,40296
"Unclassified",309,2859,17114,28148,133644
