"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,15,0,142
"GM",15,255,33,1482
"Tolerant",252,5311,92,18471
"Vulnerable",336,3838,418,231787
"Unclassified",147,1135,68,52802
