"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1689,817,813,1720,4947
"GM",2362,18021,7427,3611,5475
"Tolerant",1608,10202,6399,2547,4851
"Vulnerable",1577,1190,1150,6342,10377
"Unclassified",55268,25759,30623,75314,176676
