"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",197,13,20,403,1097
"GM",86,9504,4184,767,3050
"Tolerant",73,5477,5019,567,3203
"Vulnerable",181,568,699,4343,12222
"Unclassified",2017,2787,6520,29989,164241
