"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",61046,227080,792,30713
"Tolerant",263487,41026,712,29261
"Vulnerable",738,46,34,144
"Unclassified",41623,27312,7155,224084
