"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",53,23,15,31,207
"GM",43,5818,31131,361,8837
"Tolerant",101,28802,27242,1369,20584
"Vulnerable",38,814,3173,9342,20382
"Unclassified",665,11204,33860,24094,208162
