"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",11,3,19,23,224
"GM",5,24,102,26,108
"Tolerant",15,469,2432,324,477
"Vulnerable",28,104,281,18980,7910
"Unclassified",314,75,378,10223,51827
