"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,26
"GM",14763,43597,79,12615
"Tolerant",36908,7840,117,13825
"Vulnerable",201,163,559,4075
"Unclassified",24101,29221,1565,329914
