"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,3,0
"GM",47402,56123,3976,10762
"Tolerant",71688,6947,2810,9228
"Vulnerable",3487,1721,34839,60175
"Unclassified",7961,4659,51639,146149
