"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",48,0,267,0,583
"GM",0,0,0,0,71
"Tolerant",6,12,2894,0,1454
"Vulnerable",0,0,1,11,130
"Unclassified",273,17,1717,11,19710
