"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,7,7,0,132
"GM",17,20888,204864,55,33461
"Tolerant",148,235930,111927,120,50851
"Vulnerable",3,310,561,229,7188
"Unclassified",18,9641,22383,270,119247
