"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,6,997,1057,783
"GM",0,5,12,18,5
"Tolerant",135,19,2620,2775,563
"Vulnerable",266,1,1292,68968,425
"Unclassified",16,107,134,1553,84415
