"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,11,104
"GM",0,0,5,47
"Tolerant",0,0,13,190
"Vulnerable",16,161,3597,18765
"Unclassified",69,1086,10980,67791
