"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",21,134,229,28,120
"GM",0,221793,361039,3322,8102
"Tolerant",1,338225,57810,2870,2711
"Vulnerable",0,4442,1141,61105,27570
"Unclassified",8,20185,5431,31716,202026
