"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,2,0,1
"GM",22164,64583,564,5309
"Tolerant",76702,12709,664,7578
"Vulnerable",1391,1344,12644,25640
"Unclassified",14550,10661,13072,138983
