"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",766,2901,1292,843
"Tolerant",2109,39887,13891,2361
"Vulnerable",553,15655,187436,43801
"Unclassified",802,4152,54786,272358
