"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2074,8920,2937,45340
"Tolerant",7476,41816,31710,32940
"Vulnerable",1497,36754,138750,137734
"Unclassified",9378,15721,88693,352852
