"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,62
"GM",278,1151,0,2068
"Tolerant",920,1293,0,4682
"Vulnerable",21,125,13,13129
"Unclassified",441,2138,71,73817
