"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",89586,1061,6912,19294
"Tolerant",2863,47641,83616,4345
"Vulnerable",8504,72116,95785,5300
"Unclassified",23834,1136,5913,339491
