"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",64626,15560,14397,466,821
"GM",27225,230033,168296,655,553
"Tolerant",10350,121343,67784,68,437
"Vulnerable",1129,597,218,844,5114
"Unclassified",1018,1045,873,496,57012
