"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,9,12,111
"GM",14956,80229,216,9282
"Tolerant",94662,83006,517,16997
"Vulnerable",587,272,6385,5411
"Unclassified",11681,16131,5264,95461
