"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2309,39,1563,5891,10862
"GM",44,123,3515,424,113
"Tolerant",1355,3667,72802,15097,7498
"Vulnerable",12770,488,29583,288835,87062
"Unclassified",26863,235,17581,115903,157073
