"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",41811,201293,2956,7736
"GM",10,467,5,0
"Tolerant",242629,425942,38128,15998
"Vulnerable",6876,30747,135346,21363
"Unclassified",17538,25275,4525,253220
