"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",470,403,67,20,896
"GM",438,17403,4137,82,6246
"Tolerant",643,7405,1615,198,5288
"Vulnerable",46,447,105,875,11225
"Unclassified",1031,8036,1303,3432,45964
