"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",39,19,25,877
"GM",0,1,0,0
"Tolerant",8,28,59,1010
"Vulnerable",93,100,14272,29181
"Unclassified",2052,2690,45099,125710
