"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2,45
"GM",4,1606,6996,98,3428
"Tolerant",0,6761,3144,180,5585
"Vulnerable",0,19,63,665,4180
"Unclassified",13,1827,2693,3289,31931
