"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1229,111,9959,1314,9300
"GM",192,487,12920,330,1201
"Tolerant",3229,4575,221850,5150,34148
"Vulnerable",0,2,87,6,107
"Unclassified",4696,532,34307,35511,323240
