"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",328,547,269,16,620
"GM",39145,80043,140495,925,8100
"Tolerant",52271,121673,30004,2075,2789
"Vulnerable",1240,901,1604,21310,20031
"Unclassified",10363,10699,8615,27927,191993
