"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,8
"GM",0,1,0,1,92
"Tolerant",0,0,0,2,200
"Vulnerable",0,0,0,4,6
"Unclassified",1,87,129,7868,37524
