"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",42388,20175,11022,12434
"Tolerant",15882,122609,45027,7791
"Vulnerable",8588,71517,201251,10014
"Unclassified",12344,8789,8229,349889
