"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,35,17,34
"GM",0,0,1,13
"Tolerant",19,1530,228,82
"Vulnerable",15,349,28311,13165
"Unclassified",11,166,883,18706
