"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,39,60,17,50
"GM",189,60502,28552,3909,4011
"Tolerant",46,24184,1734,2466,1721
"Vulnerable",53,6268,1316,780,720
"Unclassified",864,9220,4959,11389,55151
