"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6962,58047,1611,22530
"Tolerant",45781,22352,4526,36373
"Vulnerable",3222,3702,31959,38245
"Unclassified",32674,54326,36871,405427
