"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,24,0,17
"GM",45880,408224,1173,24686
"Tolerant",372369,106903,3188,30648
"Vulnerable",744,4972,14040,5732
"Unclassified",22283,28143,16315,68929
