"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,21
"GM",18250,37637,1726,10407
"Tolerant",50691,7076,930,9247
"Vulnerable",69,1,11,49
"Unclassified",9785,7983,27911,149568
