"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1392,162,143,1483
"GM",26008,45227,2406,16437
"Tolerant",28206,6224,900,8479
"Vulnerable",3415,2177,15668,63678
"Unclassified",5862,5096,17654,80745
