"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",345,111,12,1349,1190
"GM",256,85085,5877,13705,8693
"Tolerant",204,2804,166,2442,1622
"Vulnerable",420,2753,195,36377,8993
"Unclassified",4486,12734,722,119893,63782
