"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",25,618,520,69,83
"GM",60,65648,418149,13210,1504
"Tolerant",56,401432,145629,17907,1159
"Vulnerable",13,8858,28450,71874,2747
"Unclassified",8,1341,1911,1992,104852
