"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",21223,107989,5265,46942
"GM",0,1,0,0
"Tolerant",126305,91931,22789,79448
"Vulnerable",6200,5422,30462,111306
"Unclassified",48075,49471,61698,240092
