"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,3
"GM",0,1,0,66
"Tolerant",0,1522,0,975
"Vulnerable",0,11,0,101
"Unclassified",5,1595,108,72551
