"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",30,3,57,733
"GM",0,0,3,58
"Tolerant",3,1,41,915
"Vulnerable",6,41,862,1051
"Unclassified",273,611,763,46692
