"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,55
"GM",0,0,0,7
"Tolerant",0,0,6,79
"Vulnerable",0,13,653,1020
"Unclassified",5,102,1174,2813
