"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,3,7,35
"GM",9,1,61,23,597
"Tolerant",45,4,812,1328,2726
"Vulnerable",214,2,706,2407,5147
"Unclassified",381,18,1438,3932,14174
