"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",28369,223190,213,40994
"Tolerant",259724,75635,278,61571
"Vulnerable",4281,6474,200,78317
"Unclassified",17490,26665,268,283586
