"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,79,303,931,739
"GM",68,4194,20041,10278,790
"Tolerant",383,20238,55004,54049,3674
"Vulnerable",349,7888,49291,110687,12884
"Unclassified",165,1986,7241,13849,80587
