"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,3
"GM",0,0,2,3
"Tolerant",3,6,5,35
"Vulnerable",1,1,3,66
"Unclassified",0,5,65,293
