"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",12329,6157,8162,10371
"Tolerant",16135,35046,38022,9712
"Vulnerable",9955,35488,339700,50083
"Unclassified",15085,26387,156562,269106
