"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2497,50,27210,1997,1606
"GM",166,17,481,148,2797
"Tolerant",28194,3719,244527,61799,40100
"Vulnerable",6324,214,56074,163370,52999
"Unclassified",5775,1127,65132,135615,303317
