"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,2081,845,8,40
"GM",28,104176,67624,555,2194
"Tolerant",6,51694,5348,38,343
"Vulnerable",1,416,442,9987,958
"Unclassified",62,10211,4508,4903,121510
