"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",797,4358,781,919
"Tolerant",3372,295364,154508,7721
"Vulnerable",395,135185,95646,9819
"Unclassified",996,10000,19456,61107
