"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,5
"GM",1314,932,24,521
"Tolerant",378,1088,75,869
"Vulnerable",141,26,2480,8333
"Unclassified",1548,894,2712,115436
