"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",31,2,6,224
"GM",0,0,2,16
"Tolerant",100,265,90,709
"Vulnerable",23,46,13929,14139
"Unclassified",88,96,13898,35752
