"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,9
"GM",1354,503,16,2771
"Tolerant",612,1380,116,3081
"Vulnerable",1,0,6,76
"Unclassified",4750,4025,1344,125870
