"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",17337,2047,2464,3385
"Tolerant",4772,502,1143,940
"Vulnerable",1294,307,30570,52044
"Unclassified",3864,641,31857,109814
