"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",13,171,70,174
"GM",0,4,3,46
"Tolerant",53,12165,1050,546
"Vulnerable",82,1207,79210,27765
"Unclassified",81,277,3153,55612
