"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",58577,19988,8992,15560,2076
"GM",36416,202408,75584,20071,1552
"Tolerant",12834,61471,17162,9099,910
"Vulnerable",3586,14344,5030,16288,693
"Unclassified",4233,975,1012,1144,142380
